proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathwayClass	pathwayType
472142	6.1.1.18	Glutamine--tRNA ligase.	ATP + L-glutamine + tRNA(Gln) = AMP + diphosphate + L-glutaminyl- tRNA(Gln).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
472161	1.1.1.85	3-isopropylmalate dehydrogenase.	3-carboxy-2-hydroxy-4-methylpentanoate + NAD(+) = 3-carboxy-4-methyl-2- oxopentanoate + NADH.			Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
472169	1.5.3.14							
472169	1.5.3.16							
472181	3.4.21.105							
472198	3.3.1.1	Adenosylhomocysteinase.	S-adenosyl-L-homocysteine + H(2)O = adenosine + L-homocysteine.			Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
472198	3.3.1.1	Adenosylhomocysteinase.	S-adenosyl-L-homocysteine + H(2)O = adenosine + L-homocysteine.			Methionine metabolism	Amino Acid Metabolism	METABOLIC
472287	1.14.99.29	Deoxyhypusine monooxygenase.	Protein N6-(4-aminobutyl)-L-lysine + AH(2) + O(2) = protein N6-[(R)-4- amino-2-hydroxybutyl]-L-lysine + A + H(2)O.					
472299	1.3.1.100							
472299	1.6.99.1	NADPH dehydrogenase.	NADPH + acceptor = NADP(+) + reduced acceptor.	FMN or FAD.				
472428	2.7.11.1							
472447	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
472451	1.1.1.87	3-carboxy-2-hydroxyadipate dehydrogenase.	3-carboxy-2-hydroxyadipate + NAD(+) = 2-oxoadipate + CO(2) + NADH.					
472500	3.4.21.61	Kexin.	Cleavage of Lys-Arg-|-Xaa and Arg-Arg-|-Xaa bonds to process Yeast alpha-factor pheromone and killer toxin precursors.					
472509	2.7.11.1							
472515	3.4.22.68							
472578	5.3.4.1	Protein disulfide isomerase.	Rearrangement of both intrachain and interchain disulfide bonds in proteins to form the native structures.					
472590	4.1.2.27	Sphinganine-1-phosphate aldolase.	Sphinganine 1-phosphate = phosphoethanolamine + palmitaldehyde.	Pyridoxal-phosphate.		Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
472615	4.2.1.3	Aconitate hydratase.	Citrate = cis-aconitate + H(2)O.	Iron-sulfur.		Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
472615	4.2.1.3	Aconitate hydratase.	Citrate = cis-aconitate + H(2)O.	Iron-sulfur.		Reductive carboxylate cycle (CO2 fixation)	Energy Metabolism	METABOLIC
472615	4.2.1.3	Aconitate hydratase.	Citrate = cis-aconitate + H(2)O.	Iron-sulfur.		Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC
472631	1.4.1.4	Glutamate dehydrogenase (NADP+).	L-glutamate + H(2)O + NADP(+) = 2-oxoglutarate + NH(3) + NADPH.			Nitrogen metabolism	Energy Metabolism	METABOLIC
472631	1.4.1.4	Glutamate dehydrogenase (NADP+).	L-glutamate + H(2)O + NADP(+) = 2-oxoglutarate + NH(3) + NADPH.			Glutamate metabolism	Amino Acid Metabolism	METABOLIC
472643	1.2.1.88							
472651	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.		Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
472651	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.		Prostaglandin and leukotriene metabolism	Metabolism of Complex Lipids	METABOLIC
472651	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.		Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
472659	3.6.1.1	Inorganic pyrophosphatase.	Diphosphate + H(2)O = 2 phosphate.			Oxidative phosphorylation	Energy Metabolism	METABOLIC
472685	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
472715	2.1.1.165							
472718	3.6.3.2	Magnesium-importing ATPase.	ATP + H(2)O + Mg(2+)(Out) = ADP + phosphate + Mg(2+)(In).	Magnesium.				
472762	1.6.5.2	Transferred entry: 1.6.99.2.						
472854	4.2.1.1	Carbonate dehydratase.	H(2)CO(3) = CO(2) + H(2)O.	Zinc.	Osteopetrosis-renal tubular acidosis syndrome; MIM:259730.	Nitrogen metabolism	Energy Metabolism	METABOLIC
472882	3.5.1.49	Formamidase.	Formamide + H(2)O = formate + NH(3).			Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
472882	3.5.1.49	Formamidase.	Formamide + H(2)O = formate + NH(3).			Nitrogen metabolism	Energy Metabolism	METABOLIC
472882	3.5.1.49	Formamidase.	Formamide + H(2)O = formate + NH(3).			Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
472919	1.3.8.6							
472928	1.8.1.2	Sulfite reductase (NADPH).	H(2)S + 3 NADP(+) + 3 H(2)O = sulfite + 3 NADPH.	FAD; FMN; Heme.		Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
472928	1.8.1.2	Sulfite reductase (NADPH).	H(2)S + 3 NADP(+) + 3 H(2)O = sulfite + 3 NADPH.	FAD; FMN; Heme.		Sulfur metabolism	Energy Metabolism	METABOLIC
472953	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase.	(S)-3-hydroxyacyl-CoA + NAD(+) = 3-oxoacyl-CoA + NADH.		Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
472953	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase.	(S)-3-hydroxyacyl-CoA + NAD(+) = 3-oxoacyl-CoA + NADH.		Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Lysine degradation	Amino Acid Metabolism	METABOLIC
472953	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase.	(S)-3-hydroxyacyl-CoA + NAD(+) = 3-oxoacyl-CoA + NADH.		Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Fatty acid biosynthesis (path 2)	Lipid Metabolism	METABOLIC
472953	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase.	(S)-3-hydroxyacyl-CoA + NAD(+) = 3-oxoacyl-CoA + NADH.		Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
472953	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase.	(S)-3-hydroxyacyl-CoA + NAD(+) = 3-oxoacyl-CoA + NADH.		Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
472953	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase.	(S)-3-hydroxyacyl-CoA + NAD(+) = 3-oxoacyl-CoA + NADH.		Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
472953	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase.	(S)-3-hydroxyacyl-CoA + NAD(+) = 3-oxoacyl-CoA + NADH.		Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Fatty acid metabolism	Lipid Metabolism	METABOLIC
472980	3.4.13.9	Xaa-Pro dipeptidase.	Hydrolysis of Xaa-|-Pro dipeptides; also acts on aminoacyl- hydroxyproline analogs. No action on Pro-|-Pro.	Manganese.	Prolidase deficiency; MIM:170100.			
473008	3.1.27.9	tRNA-intron endonuclease.	"Endonucleolytic cleavage of pre-tRNA, producing 5'-hydroxyl and 2',3'-cyclic phosphate termini, and specifically removing the intron."					
473029	3.1.27.9	tRNA-intron endonuclease.	"Endonucleolytic cleavage of pre-tRNA, producing 5'-hydroxyl and 2',3'-cyclic phosphate termini, and specifically removing the intron."					
473097	1.3.5.2							
473097	1.3.98.1							
473107	2.7.1.150							
473109	1.2.1.95							
473114	3.4.24.64	Mitochondrial processing peptidase.	Release of N-terminal transit peptides from precursor proteins imported into the mitochondrion, typically with Arg in position P2.	Zinc.				
473236	3.6.1.52							
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	1,2-Dichloroethane degradation	Biodegradation of Xenobiotics	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Fatty acid metabolism	Lipid Metabolism	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Histidine metabolism	Amino Acid Metabolism	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Lysine degradation	Amino Acid Metabolism	METABOLIC
473394	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.		Acute alcohol intolerance; MIM:100650.	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
473394	1.2.1.5	Aldehyde dehydrogenase (NAD(P)+).	An aldehyde + NAD(P)(+) + H(2)O = an acid + NAD(P)H.			Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
473394	1.2.1.5	Aldehyde dehydrogenase (NAD(P)+).	An aldehyde + NAD(P)(+) + H(2)O = an acid + NAD(P)H.			Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
473394	1.2.1.5	Aldehyde dehydrogenase (NAD(P)+).	An aldehyde + NAD(P)(+) + H(2)O = an acid + NAD(P)H.			Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
473394	1.2.1.5	Aldehyde dehydrogenase (NAD(P)+).	An aldehyde + NAD(P)(+) + H(2)O = an acid + NAD(P)H.			Histidine metabolism	Amino Acid Metabolism	METABOLIC
473425	3.6.3.8	Calcium-transporting ATPase.	ATP + H(2)O + Ca(2+)(Cis) = ADP + phosphate + Ca(2+)(Trans).	Magnesium.	Darier disease; MIM:124200. Benign chronic pemphigus; MIM:169600.			
473469	2.7.6.2	Thiamine pyrophosphokinase.	ATP + thiamine = AMP + thiamine diphosphate.			Thiamine metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
473476	2.1.1.260							
473506	2.3.1.183							
473508	4.4.1.16	Selenocysteine lyase.	L-selenocysteine + reduced acceptor = hydrogen selenide + L-alanine + acceptor.	Pyridoxal-phosphate.		Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
473508	4.4.1.36							
473606	1.6.2.2	Cytochrome-b5 reductase.	NADH + 2 ferricytochrome b5 = NAD(+) + 2 ferrocytochrome b5.	FAD.	Methemoglobinemia enzymopathic forms I, II, III; MIM:250800.			
473647	4.3.2.2	Adenylosuccinate lyase.	N6-(1,2-dicarboxyethyl)AMP = fumarate + AMP.		Succinylpurinemic autism; MIM:103050.	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
473647	4.3.2.2	Adenylosuccinate lyase.	N6-(1,2-dicarboxyethyl)AMP = fumarate + AMP.		Succinylpurinemic autism; MIM:103050.	Purine metabolism	Nucleotide Metabolism	METABOLIC
473650	2.5.1.54							
473670	3.1.3.4	Phosphatidate phosphatase.	A 3-sn-phosphatidate + H(2)O = a 1,2-diacyl-sn-glycerol + phosphate.			Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
473670	3.1.3.4	Phosphatidate phosphatase.	A 3-sn-phosphatidate + H(2)O = a 1,2-diacyl-sn-glycerol + phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
473670	3.1.3.81							
473718	3.6.4.12							
473728	1.6.5.3	NADH dehydrogenase (ubiquinone).	NADH + ubiquinone = NAD(+) + ubiquinol.	FAD; Iron-sulfur.		Oxidative phosphorylation	Energy Metabolism	METABOLIC
473728	1.6.5.3	NADH dehydrogenase (ubiquinone).	NADH + ubiquinone = NAD(+) + ubiquinol.	FAD; Iron-sulfur.		Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
473728	1.6.99.3	NADH dehydrogenase.	NADH + acceptor = NAD(+) + reduced acceptor.	Flavoprotein; Iron-sulfur.				
473746	2.7.1.20	Adenosine kinase.	ATP + adenosine = ADP + AMP.			Purine metabolism	Nucleotide Metabolism	METABOLIC
473764	2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase.	CDP-diacylglycerol + glycerol 3-phosphate = CMP + 3-(3-phosphatidyl)- glycerol 1-phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
473837	4.2.1.6	Galactonate dehydratase.	D-galactonate = 2-dehydro-3-deoxy-D-galactonate + H(2)O.			Galactose metabolism	Carbohydrate Metabolism	METABOLIC
473839	4.1.3.16	4-hydroxy-2-oxoglutarate aldolase.	4-hydroxy-2-oxoglutarate = pyruvate + glyoxylate.			Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
473839	4.1.3.16	4-hydroxy-2-oxoglutarate aldolase.	4-hydroxy-2-oxoglutarate = pyruvate + glyoxylate.			Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
473839	4.1.3.16	4-hydroxy-2-oxoglutarate aldolase.	4-hydroxy-2-oxoglutarate = pyruvate + glyoxylate.			Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
473862	6.1.1.15	Proline--tRNA ligase.	ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
473862	6.1.1.15	Proline--tRNA ligase.	ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro).			Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
473881	2.6.1.42	Branched-chain amino acid aminotransferase.	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.	Pyridoxal-phosphate.		Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
473881	2.6.1.42	Branched-chain amino acid aminotransferase.	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.	Pyridoxal-phosphate.		Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
473881	2.6.1.42	Branched-chain amino acid aminotransferase.	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate.	Pyridoxal-phosphate.		Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
473993	5.1.3.15	Glucose-6 phosphate 1-epimerase.	Alpha-D-glucose 6-phosphate = beta-D-glucose 6-phosphate.			Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
474003	2.1.1.43	Histone-lysine N-methyltransferase.	S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine.			Lysine degradation	Amino Acid Metabolism	METABOLIC
474029	2.1.1.244							
474086	2.3.1.257							
474094	2.7.1.48	Uridine kinase.	ATP + uridine = ADP + UMP.		Immunodeficiency disease; MIM:191710.	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
474118	2.3.1.158							
474128	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
474136	2.7.1.67	1-phosphatidylinositol 4-kinase.	ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 4-phosphate.			Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
474146	2.4.1.142	Chitobiosyldiphosphodolichol alpha-mannosyltransferase.	GDP-mannose + chitobiosyldiphosphodolichol = GDP + alpha-D-mannosylchitobiosyldiphosphodolichol.			N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
474252	1.1.1.289							
474292	1.1.1.8	Glycerol-3-phosphate dehydrogenase (NAD+).	Sn-glycerol 3-phosphate + NAD(+) = glycerone phosphate + NADH.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
474361	2.4.1.173	Sterol glucosyltransferase.	UDP-glucose + a sterol = UDP + an O-glucosylsterol.					
474373	1.1.1.2	Alcohol dehydrogenase (NADP+).	An alcohol + NADP(+) = an aldehyde + NADPH.	Zinc.		Caprolactam degradation	Biodegradation of Xenobiotics	METABOLIC
474373	1.1.1.2	Alcohol dehydrogenase (NADP+).	An alcohol + NADP(+) = an aldehyde + NADPH.	Zinc.		Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
474373	1.1.1.2	Alcohol dehydrogenase (NADP+).	An alcohol + NADP(+) = an aldehyde + NADPH.	Zinc.		Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
474373	1.1.1.2	Alcohol dehydrogenase (NADP+).	An alcohol + NADP(+) = an aldehyde + NADPH.	Zinc.		Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
474410	1.1.1.41	Isocitrate dehydrogenase (NAD+).	Isocitrate + NAD(+) = 2-oxoglutarate + CO(2) + NADH.			Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC
474455	1.13.11.27	4-hydroxyphenylpyruvate dioxygenase.	4-hydroxyphenylpyruvate + O(2) = homogentisate + CO(2).	Iron.	Tyrosinemia, type III; MIM:276710.	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
474455	1.13.11.27	4-hydroxyphenylpyruvate dioxygenase.	4-hydroxyphenylpyruvate + O(2) = homogentisate + CO(2).	Iron.	Tyrosinemia, type III; MIM:276710.	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
474465	2.3.1.31	Homoserine O-acetyltransferase.	Acetyl-CoA + L-homoserine = CoA + O-acetyl-L-homoserine.			Sulfur metabolism	Energy Metabolism	METABOLIC
474465	2.3.1.31	Homoserine O-acetyltransferase.	Acetyl-CoA + L-homoserine = CoA + O-acetyl-L-homoserine.			Methionine metabolism	Amino Acid Metabolism	METABOLIC
474483	3.2.1.1	Alpha-amylase.	Endohydrolysis of 1,4-alpha-glucosidic linkages in oligosaccharides and polysaccharides.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
474503	2.3.3.1	Citrate (si)-synthase.		Citrate + CoA = acetyl-CoA + H(2)O + oxaloacetate.				
474508	3.4.11.18	Methionyl aminopeptidase.	Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.	Cobalt.				
474525	4.2.1.19	Imidazoleglycerol-phosphate dehydratase.	D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate = 3-(imidazol-4-yl)- 2-oxopropyl phosphate + H(2)O.			Histidine metabolism	Amino Acid Metabolism	METABOLIC
474529	2.7.1.160							
474554	2.4.1.16	Chitin synthase.	UDP-N-acetyl-D-glucosamine + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N) = UDP + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N+1).			Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
474562	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Purine metabolism	Nucleotide Metabolism	METABOLIC
474562	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
474562	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
474615	3.2.1.10	Oligosaccharide alpha-1,6-glucosidase.	Hydrolysis of 1,6-alpha-D-glucosidic linkages in some oligosaccharides produced from starch and glycogen by alpha-amylase, and in isomaltose.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
474615	3.2.1.20	Alpha-glucosidase.	Hydrolysis of terminal, non-reducing 1,4-linked D-glucose residues with release of D-glucose.		Glycogen storage disease II; MIM:232300.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
474615	3.2.1.20	Alpha-glucosidase.	Hydrolysis of terminal, non-reducing 1,4-linked D-glucose residues with release of D-glucose.		Glycogen storage disease II; MIM:232300.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
474777	1.1.1.169	2-dehydropantoate 2-reductase.	(R)-pantoate + NADP(+) = 2-dehydropantoate + NADPH.			Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
474777	1.14.14.17							
474887	3.2.1.37	Xylan 1,4-beta-xylosidase.	Hydrolysis of 1,4-beta-D-xylans so as to remove successive D-xylose residues from the non-reducing termini.		Xylosidase deficiency; MIM:278900.	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
474887	3.2.1.37	Xylan 1,4-beta-xylosidase.	Hydrolysis of 1,4-beta-D-xylans so as to remove successive D-xylose residues from the non-reducing termini.		Xylosidase deficiency; MIM:278900.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
474989	4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase.	"The C-O-P bond 3' to the apurinic or apyrimidinic site in DNA is broken by a beta-elimination reaction, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate."					
475031	3.6.1.23	dUTP pyrophosphatase.	dUTP + H(2)O = dUMP + diphosphate.			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
475033	1.3.1.33	Protochlorophyllide reductase.	Chlorophyllide A + NADP(+) = protochlorophyllide + NADPH.			Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
475121	1.1.1.300							
475248	3.6.4.12							
475265	2.1.1.137	Arsenite methyltransferase.	S-adenosyl-L-methionine + arsenite = S-adenosyl-L-homocysteine + methylarsonate.					
475360	1.1.1.18	Myo-inositol 2-dehydrogenase.	Myo-inositol + NAD(+) = 2,4,6/3,5-pentahydroxycyclohexanone + NADH.			Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
475360	1.1.1.18	Myo-inositol 2-dehydrogenase.	Myo-inositol + NAD(+) = 2,4,6/3,5-pentahydroxycyclohexanone + NADH.			Inositol metabolism	Carbohydrate Metabolism	METABOLIC
475360	1.1.1.369							
475383	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.					
475408	1.10.3.3	L-ascorbate oxidase.	2 L-ascorbate + O(2) = 2 dehydroascorbate + 2 H(2)O.	Copper.		Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
475474	1.14.19.18							
475601	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.					
475607	6.1.1.20	Phenylalanine--tRNA ligase.	ATP + L-phenylalanine + tRNA(Phe) = AMP + diphosphate + L-phenylalanyl-tRNA(Phe).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
475607	6.1.1.20	Phenylalanine--tRNA ligase.	ATP + L-phenylalanine + tRNA(Phe) = AMP + diphosphate + L-phenylalanyl-tRNA(Phe).			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
475833	3.4.11.9	Xaa-Pro aminopeptidase.	Release of any N-terminal amino acid, including proline, that is linked with proline, even from a dipeptide or tripeptide.	Manganese or Cobalt.				
475835	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
475838	3.6.3.8	Calcium-transporting ATPase.	ATP + H(2)O + Ca(2+)(Cis) = ADP + phosphate + Ca(2+)(Trans).	Magnesium.	Darier disease; MIM:124200. Benign chronic pemphigus; MIM:169600.			
475897	2.4.2.18	Anthranilate phosphoribosyltransferase.	"Anthranilate + phosphoribosylpyrophosphate = N-5'-phosphoribosyl- anthranilate + diphosphate."			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
475899	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.		Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
475899	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.		Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
475899	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.		Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
475899	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.		Cysteine metabolism	Amino Acid Metabolism	METABOLIC
475899	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.		Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
